Full Name,Gender,Date of Birth,Parliament Name,D I P S,E O P T
FirstNameZA2011_79 LastNameZA2011_79,Male,29.06.65,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_80 LastNameZA2011_80,Male,13.01.40,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_81 LastNameZA2011_81,Male,28.12.58,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_82 LastNameZA2011_82,Male,17.04.55,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_83 LastNameZA2011_83,Female,27.01.62,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_84 LastNameZA2011_84,Male,16.02.60,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_85 LastNameZA2011_85,Male,30.01.75,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_86 LastNameZA2011_86,Male,27.02.69,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_87 LastNameZA2011_87,Male,18.07.68,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_88 LastNameZA2011_88,Male,11.05.66,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_89 LastNameZA2011_89,Male,18.07.65,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_90 LastNameZA2011_90,Male,14.09.51,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_91 LastNameZA2011_91,Male,18.03.56,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_92 LastNameZA2011_92,Male,13.03.60,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_93 LastNameZA2011_93,Male,07.10.75,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_94 LastNameZA2011_94,Male,20.09.67,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_95 LastNameZA2011_95,Male,13.07.38,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_96 LastNameZA2011_96,Male,10.01.67,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_97 LastNameZA2011_97,Male,24.12.62,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_98 LastNameZA2011_98,Male,23.11.68,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_99 LastNameZA2011_99,Male,21.08.39,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_100 LastNameZA2011_100,Male,02.12.59,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_101 LastNameZA2011_101,Male,24.01.51,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_102 LastNameZA2011_102,Male,29.10.71,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_103 LastNameZA2011_103,Male,06.07.59,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_104 LastNameZA2011_104,Male,17.06.53,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_105 LastNameZA2011_105,Male,02.11.53,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_106 LastNameZA2011_106,Male,16.06.62,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_107 LastNameZA2011_107,Male,24.11.56,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_108 LastNameZA2011_108,Male,27.05.57,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_109 LastNameZA2011_109,Male,23.01.67,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_110 LastNameZA2011_110,Male,31.12.48,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_111 LastNameZA2011_111,Male,23.02.75,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_112 LastNameZA2011_112,Male,31.08.66,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_113 LastNameZA2011_113,Male,26.05.61,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_114 LastNameZA2011_114,Male,12.08.63,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_115 LastNameZA2011_115,Female,22.01.46,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_116 LastNameZA2011_116,Male,19.04.70,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_117 LastNameZA2011_117,Male,28.07.72,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_118 LastNameZA2011_118,Male,02.11.48,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_119 LastNameZA2011_119,Male,27.06.65,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_120 LastNameZA2011_120,Female,14.01.58,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_121 LastNameZA2011_121,Female,08.12.50,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_122 LastNameZA2011_122,Male,11.01.66,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_123 LastNameZA2011_123,Male,21.12.43,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_124 LastNameZA2011_124,Male,05.06.63,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_125 LastNameZA2011_125,Female,20.09.44,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_126 LastNameZA2011_126,Male,17.01.59,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_127 LastNameZA2011_127,Male,22.12.66,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_128 LastNameZA2011_128,Male,09.08.53,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_129 LastNameZA2011_129,Male,11.02.59,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_130 LastNameZA2011_130,Male,14.02.59,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_131 LastNameZA2011_131,Male,23.02.76,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_132 LastNameZA2011_132,Male,27.02.58,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_133 LastNameZA2011_133,Male,21.01.54,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_134 LastNameZA2011_134,Female,26.01.76,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_135 LastNameZA2011_135,Female,20.03.56,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_136 LastNameZA2011_136,Male,25.04.52,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_137 LastNameZA2011_137,Male,14.02.61,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_138 LastNameZA2011_138,Male,04.02.56,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_139 LastNameZA2011_139,Female,22.01.69,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_140 LastNameZA2011_140,Female,10.09.59,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_141 LastNameZA2011_141,Male,23.02.68,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_142 LastNameZA2011_142,Female,22.07.52,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_143 LastNameZA2011_143,Male,20.12.74,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_144 LastNameZA2011_144,Male,18.11.49,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_145 LastNameZA2011_145,Male,07.08.55,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_146 LastNameZA2011_146,Male,03.02.62,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_147 LastNameZA2011_147,Male,17.06.53,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_148 LastNameZA2011_148,Male,02.01.70,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_149 LastNameZA2011_149,Male,19.03.61,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_150 LastNameZA2011_150,Male,23.05.60,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_151 LastNameZA2011_151,Male,08.12.47,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_152 LastNameZA2011_152,Male,18.04.57,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_153 LastNameZA2011_153,Female,21.12.52,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_154 LastNameZA2011_154,Male,18.06.71,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_155 LastNameZA2011_155,Male,28.12.57,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_156 LastNameZA2011_156,Male,20.02.54,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_157 LastNameZA2011_157,Male,16.05.50,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_158 LastNameZA2011_158,Female,03.01.77,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_159 LastNameZA2011_159,Male,16.06.56,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_160 LastNameZA2011_160,Male,01.01.50,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_161 LastNameZA2011_161,Male,23.02.59,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_162 LastNameZA2011_162,Male,17.07.75,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_163 LastNameZA2011_163,Male,09.05.66,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_164 LastNameZA2011_164,Male,28.03.52,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_165 LastNameZA2011_165,Male,18.11.69,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZA2011_166 LastNameZA2011_166,Male,10.03.68,National Assembly of Zambia,20.09.11 00:00,10.08.16 00:00
FirstNameZI2018_1 LastNameZI20181,Female,05.07.88,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_2 LastNameZI20182,Male,26.09.61,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_3 LastNameZI20183,Male,04.05.60,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_4 LastNameZI20184,Female,06.02.60,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_5 LastNameZI20185,Female,10.08.82,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_6 LastNameZI20186,Male,27.05.71,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_7 LastNameZI20187,Female,07.02.49,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_8 LastNameZI20188,Female,17.06.60,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_9 LastNameZI20189,Male,20.12.77,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_10 LastNameZI201810,Female,10.04.66,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_11 LastNameZI201811,Male,27.07.65,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_12 LastNameZI201812,Female,23.10.60,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_13 LastNameZI201813,Female,06.10.69,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_14 LastNameZI201814,Male,26.08.69,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_15 LastNameZI201815,Male,21.12.68,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_16 LastNameZI201816,Male,06.10.76,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_17 LastNameZI201817,Female,23.03.58,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_18 LastNameZI201818,Male,31.03.70,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_19 LastNameZI201819,Male,26.10.77,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_20 LastNameZI201820,Male,31.10.80,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_21 LastNameZI201821,Male,18.03.72,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_22 LastNameZI201822,Male,01.05.60,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_23 LastNameZI201823,Male,05.06.80,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_24 LastNameZI201824,Female,15.07.62,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_25 LastNameZI201825,Male,28.11.66,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_26 LastNameZI201826,Male,21.01.65,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_27 LastNameZI201827,Male,07.03.66,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_28 LastNameZI201828,Male,04.07.80,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_29 LastNameZI201829,Female,29.11.66,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_30 LastNameZI201830,Male,26.06.66,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_31 LastNameZI201831,Male,13.02.70,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_32 LastNameZI201832,Female,23.03.89,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_33 LastNameZI201833,Male,10.06.68,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_34 LastNameZI201834,Male,10.11.64,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_35 LastNameZI201835,Female,18.06.82,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_36 LastNameZI201836,Male,29.03.65,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_37 LastNameZI201837,Male,10.07.65,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_38 LastNameZI201838,Male,09.04.57,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_39 LastNameZI201839,Male,17.02.87,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_40 LastNameZI201840,Male,05.04.70,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_41 LastNameZI201841,Male,22.07.64,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_42 LastNameZI201842,Male,11.03.48,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_43 LastNameZI201843,Male,29.11.79,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_44 LastNameZI201844,Female,21.05.78,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_45 LastNameZI201845,Male,19.02.68,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_46 LastNameZI201846,Female,16.09.73,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_47 LastNameZI201847,Female,14.09.76,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_48 LastNameZI201848,Male,24.08.75,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_49 LastNameZI201849,Female,21.02.78,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_50 LastNameZI201850,Male,08.12.69,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_51 LastNameZI201851,Female,07.05.76,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_52 LastNameZI201852,Male,17.05.70,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_53 LastNameZI201853,Female,22.12.54,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_54 LastNameZI201854,Male,17.07.84,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_55 LastNameZI201855,Female,10.08.64,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_56 LastNameZI201856,Male,06.06.74,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_57 LastNameZI201857,Male,02.02.84,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_58 LastNameZI201858,Male,24.05.87,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_59 LastNameZI201859,Male,19.01.59,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_60 LastNameZI201860,Male,09.03.72,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_61 LastNameZI201861,Male,08.07.92,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_62 LastNameZI201862,Male,04.08.51,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_63 LastNameZI201863,Male,11.04.96,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_64 LastNameZI201864,Male,13.04.95,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_65 LastNameZI201865,Female,04.04.63,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_66 LastNameZI201866,Female,30.04.81,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_67 LastNameZI201867,Female,21.08.61,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_68 LastNameZI201868,Male,25.04.68,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_69 LastNameZI201869,Male,19.01.75,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_70 LastNameZI201870,Male,11.08.85,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_71 LastNameZI201871,Male,20.02.77,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_72 LastNameZI201872,Male,11.09.67,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_73 LastNameZI201873,Male,20.12.74,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_74 LastNameZI201874,Male,15.12.71,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_75 LastNameZI201875,Male,19.03.85,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_76 LastNameZI201876,Male,10.01.64,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_77 LastNameZI201877,Male,15.02.65,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_78 LastNameZI201878,Female,20.04.77,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_79 LastNameZI201879,Female,16.02.73,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_80 LastNameZI201880,Female,05.11.60,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_81 LastNameZI201881,Male,28.09.71,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_82 LastNameZI201882,Male,04.08.53,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_83 LastNameZI201883,Male,05.01.62,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_84 LastNameZI201884,Male,29.12.68,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_85 LastNameZI201885,Female,16.12.54,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_86 LastNameZI201886,Male,06.01.66,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_87 LastNameZI201887,Female,04.07.66,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_88 LastNameZI201888,Male,22.12.67,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_89 LastNameZI201889,Male,18.08.55,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_90 LastNameZI201890,Male,24.11.62,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_91 LastNameZI201891,Male,06.11.66,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_92 LastNameZI201892,Male,05.07.66,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_93 LastNameZI201893,Female,06.12.78,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_94 LastNameZI201894,Female,25.12.79,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_95 LastNameZI201895,Female,07.11.48,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_96 LastNameZI201896,Male,26.03.61,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_97 LastNameZI201897,Male,09.06.53,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_98 LastNameZI201898,Male,27.05.70,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_99 LastNameZI201899,Male,05.07.68,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_100 LastNameZI2018100,Male,17.02.64,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_101 LastNameZI2018101,Male,15.03.71,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_102 LastNameZI2018102,Male,12.12.70,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_103 LastNameZI2018103,Male,12.03.64,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_104 LastNameZI2018104,Male,17.01.74,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_105 LastNameZI2018105,Female,16.05.58,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_106 LastNameZI2018106,Male,22.04.70,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_107 LastNameZI2018107,Female,23.02.68,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_108 LastNameZI2018108,Female,14.08.64,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_109 LastNameZI2018109,Female,25.04.63,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_110 LastNameZI2018110,Female,06.05.66,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_111 LastNameZI2018111,Male,19.07.69,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_112 LastNameZI2018112,Female,07.03.80,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_113 LastNameZI2018113,Male,17.06.65,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_114 LastNameZI2018114,Male,22.09.68,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_115 LastNameZI2018115,Male,12.10.75,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_116 LastNameZI2018116,Male,08.07.73,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_117 LastNameZI2018117,Male,16.11.76,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_118 LastNameZI2018118,Female,17.04.71,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_119 LastNameZI2018119,Female,24.12.73,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_120 LastNameZI2018120,Female,10.10.49,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_121 LastNameZI2018121,Male,30.11.75,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_122 LastNameZI2018122,Female,19.01.72,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_123 LastNameZI2018123,Female,30.10.78,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_124 LastNameZI2018124,Male,20.04.86,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_125 LastNameZI2018125,Male,04.06.84,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_126 LastNameZI2018126,Male,31.12.69,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_127 LastNameZI2018127,Male,31.08.45,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_128 LastNameZI2018128,Female,17.06.64,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
FirstNameZI2018_129 LastNameZI2018129,Male,20.12.56,House of Assembly of Zimbabwe,30.07.18 00:00,30.07.23 00:00
